service id,hora,origen,tipo,hora,destino,tipo,demanda (pax)
0,323,Retiro,D,347,Tigre,A,904
1,401,Tigre,D,425,Retiro,A,1403
2,512,Retiro,D,536,Tigre,A,1370
3,636,Tigre,D,660,Retiro,A,844
4,760,Retiro,D,784,Tigre,A,1265
5,872,Tigre,D,896,Retiro,A,1089
6,1047,Retiro,D,1071,Tigre,A,1124
7,1114,Tigre,D,1138,Retiro,A,1100
8,1240,Retiro,D,1264,Tigre,A,1161
9,1352,Tigre,D,1376,Retiro,A,827
10,1490,Retiro,D,1514,Tigre,A,1351
11,1617,Tigre,D,1641,Retiro,A,1014
12,1713,Retiro,D,1737,Tigre,A,1163
13,1833,Tigre,D,1857,Retiro,A,1325
14,1984,Retiro,D,2008,Tigre,A,763
15,2086,Tigre,D,2110,Retiro,A,1126
16,2192,Retiro,D,2216,Tigre,A,1144
17,2331,Tigre,D,2355,Retiro,A,620
18,2441,Retiro,D,2465,Tigre,A,650
19,2581,Tigre,D,2605,Retiro,A,1019
20,2676,Retiro,D,2700,Tigre,A,1206
21,2793,Tigre,D,2817,Retiro,A,902
22,2959,Retiro,D,2983,Tigre,A,1163
23,3059,Tigre,D,3083,Retiro,A,888
24,3204,Retiro,D,3228,Tigre,A,865
25,3325,Tigre,D,3349,Retiro,A,1204
26,3392,Retiro,D,3416,Tigre,A,1382
27,3540,Tigre,D,3564,Retiro,A,929
28,3634,Retiro,D,3658,Tigre,A,1503
29,3794,Tigre,D,3818,Retiro,A,783
30,3921,Retiro,D,3945,Tigre,A,1067
31,4019,Tigre,D,4043,Retiro,A,980
32,4123,Retiro,D,4147,Tigre,A,835
33,4261,Tigre,D,4285,Retiro,A,1102
34,4403,Retiro,D,4427,Tigre,A,1128
35,4483,Tigre,D,4507,Retiro,A,1110
36,4606,Retiro,D,4630,Tigre,A,1393
37,4749,Tigre,D,4773,Retiro,A,1026
38,4871,Retiro,D,4895,Tigre,A,1085
39,4983,Tigre,D,5007,Retiro,A,922
40,5093,Retiro,D,5117,Tigre,A,713
41,5211,Tigre,D,5235,Retiro,A,1275
42,5343,Retiro,D,5367,Tigre,A,1112
43,5434,Tigre,D,5458,Retiro,A,988
44,5583,Retiro,D,5607,Tigre,A,1041
45,5717,Tigre,D,5741,Retiro,A,915
46,5831,Retiro,D,5855,Tigre,A,1125
47,5938,Tigre,D,5962,Retiro,A,778
48,6085,Retiro,D,6109,Tigre,A,960
49,6175,Tigre,D,6199,Retiro,A,1235
50,6274,Retiro,D,6298,Tigre,A,798
51,6395,Tigre,D,6419,Retiro,A,1328
52,6524,Retiro,D,6548,Tigre,A,1290
53,6662,Tigre,D,6686,Retiro,A,1165
54,6780,Retiro,D,6804,Tigre,A,697
55,6903,Tigre,D,6927,Retiro,A,1491
56,7004,Retiro,D,7028,Tigre,A,1249
57,7131,Tigre,D,7155,Retiro,A,1164
58,7248,Retiro,D,7272,Tigre,A,868
59,7376,Tigre,D,7400,Retiro,A,1342
60,7478,Retiro,D,7502,Tigre,A,943
61,7638,Tigre,D,7662,Retiro,A,1162
62,7767,Retiro,D,7791,Tigre,A,956
63,7839,Tigre,D,7863,Retiro,A,1240
64,7991,Retiro,D,8015,Tigre,A,1152
65,8105,Tigre,D,8129,Retiro,A,1129
66,8234,Retiro,D,8258,Tigre,A,815
67,8321,Tigre,D,8345,Retiro,A,1150
68,8433,Retiro,D,8457,Tigre,A,1002
69,8576,Tigre,D,8600,Retiro,A,1269
70,8710,Retiro,D,8734,Tigre,A,949
71,8844,Tigre,D,8868,Retiro,A,1042
72,8933,Retiro,D,8957,Tigre,A,1211
73,9051,Tigre,D,9075,Retiro,A,912
74,9171,Retiro,D,9195,Tigre,A,935
75,9271,Tigre,D,9295,Retiro,A,1010
76,9431,Retiro,D,9455,Tigre,A,1619
77,9527,Tigre,D,9551,Retiro,A,858
78,9671,Retiro,D,9695,Tigre,A,674
79,9772,Tigre,D,9796,Retiro,A,1176
80,9876,Retiro,D,9900,Tigre,A,955
81,10007,Tigre,D,10031,Retiro,A,875
82,10119,Retiro,D,10143,Tigre,A,832
83,10288,Tigre,D,10312,Retiro,A,1187
84,10372,Retiro,D,10396,Tigre,A,1092
85,10526,Tigre,D,10550,Retiro,A,1199
86,10638,Retiro,D,10662,Tigre,A,1013
87,10736,Tigre,D,10760,Retiro,A,1086
88,10884,Retiro,D,10908,Tigre,A,896
89,10980,Tigre,D,11004,Retiro,A,1105
90,11120,Retiro,D,11144,Tigre,A,893
91,11218,Tigre,D,11242,Retiro,A,1393
92,11339,Retiro,D,11363,Tigre,A,827
93,11467,Tigre,D,11491,Retiro,A,810
94,11598,Retiro,D,11622,Tigre,A,1201
95,11716,Tigre,D,11740,Retiro,A,1229
96,11846,Retiro,D,11870,Tigre,A,935
97,11919,Tigre,D,11943,Retiro,A,955
98,12086,Retiro,D,12110,Tigre,A,1170
99,12166,Tigre,D,12190,Retiro,A,1125
100,12322,Retiro,D,12346,Tigre,A,960
101,12405,Tigre,D,12429,Retiro,A,750
102,12545,Retiro,D,12569,Tigre,A,880
103,12633,Tigre,D,12657,Retiro,A,824
104,12771,Retiro,D,12795,Tigre,A,1362
105,12917,Tigre,D,12941,Retiro,A,1000
106,12990,Retiro,D,13014,Tigre,A,768
107,13122,Tigre,D,13146,Retiro,A,1204
108,13277,Retiro,D,13301,Tigre,A,1110
109,13375,Tigre,D,13399,Retiro,A,1162
110,13485,Retiro,D,13509,Tigre,A,928
111,13629,Tigre,D,13653,Retiro,A,1291
