service id,hora,origen,tipo,hora,destino,tipo,demanda (pax)
0,301,Retiro,D,325,Tigre,A,1130
1,442,Tigre,D,466,Retiro,A,986
2,532,Retiro,D,556,Tigre,A,1337
3,638,Tigre,D,662,Retiro,A,1037
4,794,Retiro,D,818,Tigre,A,794
5,917,Tigre,D,941,Retiro,A,849
6,1025,Retiro,D,1049,Tigre,A,1249
7,1143,Tigre,D,1167,Retiro,A,936
8,1289,Retiro,D,1313,Tigre,A,853
9,1375,Tigre,D,1399,Retiro,A,1208
10,1508,Retiro,D,1532,Tigre,A,1020
11,1597,Tigre,D,1621,Retiro,A,1006
12,1741,Retiro,D,1765,Tigre,A,1282
13,1886,Tigre,D,1910,Retiro,A,1106
14,1953,Retiro,D,1977,Tigre,A,1147
15,2071,Tigre,D,2095,Retiro,A,734
16,2226,Retiro,D,2250,Tigre,A,704
17,2316,Tigre,D,2340,Retiro,A,926
18,2463,Retiro,D,2487,Tigre,A,710
19,2573,Tigre,D,2597,Retiro,A,914
20,2675,Retiro,D,2699,Tigre,A,938
21,2804,Tigre,D,2828,Retiro,A,1276
22,2967,Retiro,D,2991,Tigre,A,954
23,3082,Tigre,D,3106,Retiro,A,729
24,3177,Retiro,D,3201,Tigre,A,625
25,3284,Tigre,D,3308,Retiro,A,891
26,3438,Retiro,D,3462,Tigre,A,791
27,3542,Tigre,D,3566,Retiro,A,829
28,3632,Retiro,D,3656,Tigre,A,1006
29,3809,Tigre,D,3833,Retiro,A,914
30,3887,Retiro,D,3911,Tigre,A,791
31,4029,Tigre,D,4053,Retiro,A,1090
32,4137,Retiro,D,4161,Tigre,A,923
33,4237,Tigre,D,4261,Retiro,A,985
34,4356,Retiro,D,4380,Tigre,A,901
35,4522,Tigre,D,4546,Retiro,A,848
36,4643,Retiro,D,4667,Tigre,A,1109
37,4710,Tigre,D,4734,Retiro,A,1181
38,4861,Retiro,D,4885,Tigre,A,1157
39,4985,Tigre,D,5009,Retiro,A,926
40,5072,Retiro,D,5096,Tigre,A,1294
41,5197,Tigre,D,5221,Retiro,A,825
42,5348,Retiro,D,5372,Tigre,A,932
43,5436,Tigre,D,5460,Retiro,A,810
44,5585,Retiro,D,5609,Tigre,A,1272
45,5687,Tigre,D,5711,Retiro,A,832
46,5848,Retiro,D,5872,Tigre,A,1061
47,5946,Tigre,D,5970,Retiro,A,1077
48,6035,Retiro,D,6059,Tigre,A,1519
49,6196,Tigre,D,6220,Retiro,A,995
50,6306,Retiro,D,6330,Tigre,A,864
51,6420,Tigre,D,6444,Retiro,A,896
52,6525,Retiro,D,6549,Tigre,A,1332
53,6635,Tigre,D,6659,Retiro,A,615
54,6790,Retiro,D,6814,Tigre,A,893
55,6894,Tigre,D,6918,Retiro,A,1333
56,7005,Retiro,D,7029,Tigre,A,1127
57,7153,Tigre,D,7177,Retiro,A,990
58,7267,Retiro,D,7291,Tigre,A,699
59,7365,Tigre,D,7389,Retiro,A,1040
60,7477,Retiro,D,7501,Tigre,A,912
61,7619,Tigre,D,7643,Retiro,A,1080
62,7745,Retiro,D,7769,Tigre,A,1117
63,7836,Tigre,D,7860,Retiro,A,1276
64,7977,Retiro,D,8001,Tigre,A,617
65,8120,Tigre,D,8144,Retiro,A,914
66,8234,Retiro,D,8258,Tigre,A,1457
67,8333,Tigre,D,8357,Retiro,A,722
68,8481,Retiro,D,8505,Tigre,A,727
69,8599,Tigre,D,8623,Retiro,A,823
70,8703,Retiro,D,8727,Tigre,A,1196
71,8849,Tigre,D,8873,Retiro,A,1000
72,8949,Retiro,D,8973,Tigre,A,803
73,9038,Tigre,D,9062,Retiro,A,1017
74,9173,Retiro,D,9197,Tigre,A,1017
75,9314,Tigre,D,9338,Retiro,A,1324
76,9410,Retiro,D,9434,Tigre,A,983
77,9536,Tigre,D,9560,Retiro,A,956
78,9651,Retiro,D,9675,Tigre,A,859
79,9794,Tigre,D,9818,Retiro,A,1117
80,9898,Retiro,D,9922,Tigre,A,1193
81,10007,Tigre,D,10031,Retiro,A,692
82,10128,Retiro,D,10152,Tigre,A,1233
83,10254,Tigre,D,10278,Retiro,A,672
84,10362,Retiro,D,10386,Tigre,A,1100
85,10478,Tigre,D,10502,Retiro,A,1080
86,10595,Retiro,D,10619,Tigre,A,697
87,10712,Tigre,D,10736,Retiro,A,1188
88,10846,Retiro,D,10870,Tigre,A,1335
89,11008,Tigre,D,11032,Retiro,A,1175
90,11125,Retiro,D,11149,Tigre,A,1053
91,11198,Tigre,D,11222,Retiro,A,893
92,11322,Retiro,D,11346,Tigre,A,1089
93,11483,Tigre,D,11507,Retiro,A,1081
94,11607,Retiro,D,11631,Tigre,A,999
95,11711,Tigre,D,11735,Retiro,A,821
96,11790,Retiro,D,11814,Tigre,A,1198
97,11967,Tigre,D,11991,Retiro,A,754
98,12041,Retiro,D,12065,Tigre,A,1290
99,12204,Tigre,D,12228,Retiro,A,840
100,12314,Retiro,D,12338,Tigre,A,859
101,12417,Tigre,D,12441,Retiro,A,1387
102,12540,Retiro,D,12564,Tigre,A,1134
103,12671,Tigre,D,12695,Retiro,A,689
104,12808,Retiro,D,12832,Tigre,A,1206
105,12924,Tigre,D,12948,Retiro,A,1008
106,13031,Retiro,D,13055,Tigre,A,1030
107,13161,Tigre,D,13185,Retiro,A,906
108,13262,Retiro,D,13286,Tigre,A,1068
109,13404,Tigre,D,13428,Retiro,A,905
110,13517,Retiro,D,13541,Tigre,A,837
111,13608,Tigre,D,13632,Retiro,A,1372
112,13730,Retiro,D,13754,Tigre,A,1178
113,13854,Tigre,D,13878,Retiro,A,1191
114,13988,Retiro,D,14012,Tigre,A,959
115,14089,Tigre,D,14113,Retiro,A,1320
116,14190,Retiro,D,14214,Tigre,A,1263
117,14345,Tigre,D,14369,Retiro,A,752
118,14469,Retiro,D,14493,Tigre,A,1001
119,14567,Tigre,D,14591,Retiro,A,1544
120,14709,Retiro,D,14733,Tigre,A,819
121,14791,Tigre,D,14815,Retiro,A,1146
122,14943,Retiro,D,14967,Tigre,A,1052
123,15040,Tigre,D,15064,Retiro,A,879
124,15174,Retiro,D,15198,Tigre,A,1474
125,15298,Tigre,D,15322,Retiro,A,1165
126,15414,Retiro,D,15438,Tigre,A,1205
127,15531,Tigre,D,15555,Retiro,A,848
128,15678,Retiro,D,15702,Tigre,A,1160
129,15755,Tigre,D,15779,Retiro,A,1107
130,15870,Retiro,D,15894,Tigre,A,746
131,15999,Tigre,D,16023,Retiro,A,919
132,16159,Retiro,D,16183,Tigre,A,1042
133,16289,Tigre,D,16313,Retiro,A,1030
134,16386,Retiro,D,16410,Tigre,A,957
135,16502,Tigre,D,16526,Retiro,A,722
136,16640,Retiro,D,16664,Tigre,A,1238
137,16733,Tigre,D,16757,Retiro,A,1494
138,16864,Retiro,D,16888,Tigre,A,1229
139,16967,Tigre,D,16991,Retiro,A,1306
140,17101,Retiro,D,17125,Tigre,A,1163
141,17204,Tigre,D,17228,Retiro,A,930
142,17314,Retiro,D,17338,Tigre,A,987
143,17473,Tigre,D,17497,Retiro,A,958
144,17606,Retiro,D,17630,Tigre,A,1085
145,17675,Tigre,D,17699,Retiro,A,1056
146,17814,Retiro,D,17838,Tigre,A,949
147,17935,Tigre,D,17959,Retiro,A,1169
148,18068,Retiro,D,18092,Tigre,A,934
149,18195,Tigre,D,18219,Retiro,A,874
150,18305,Retiro,D,18329,Tigre,A,907
151,18394,Tigre,D,18418,Retiro,A,923
152,18530,Retiro,D,18554,Tigre,A,1435
153,18634,Tigre,D,18658,Retiro,A,839
154,18756,Retiro,D,18780,Tigre,A,1052
155,18903,Tigre,D,18927,Retiro,A,994
156,19016,Retiro,D,19040,Tigre,A,1405
157,19116,Tigre,D,19140,Retiro,A,1215
158,19262,Retiro,D,19286,Tigre,A,1348
159,19395,Tigre,D,19419,Retiro,A,457
160,19478,Retiro,D,19502,Tigre,A,1102
161,19640,Tigre,D,19664,Retiro,A,1005
162,19741,Retiro,D,19765,Tigre,A,1098
163,19862,Tigre,D,19886,Retiro,A,1267
164,20005,Retiro,D,20029,Tigre,A,1159
165,20103,Tigre,D,20127,Retiro,A,805
166,20220,Retiro,D,20244,Tigre,A,1074
167,20323,Tigre,D,20347,Retiro,A,1050
168,20447,Retiro,D,20471,Tigre,A,899
169,20570,Tigre,D,20594,Retiro,A,525
170,20702,Retiro,D,20726,Tigre,A,1146
171,20814,Tigre,D,20838,Retiro,A,844
172,20943,Retiro,D,20967,Tigre,A,971
173,21040,Tigre,D,21064,Retiro,A,1204
174,21155,Retiro,D,21179,Tigre,A,1017
175,21324,Tigre,D,21348,Retiro,A,1399
176,21440,Retiro,D,21464,Tigre,A,898
177,21540,Tigre,D,21564,Retiro,A,718
178,21634,Retiro,D,21658,Tigre,A,548
179,21795,Tigre,D,21819,Retiro,A,1017
180,21888,Retiro,D,21912,Tigre,A,589
181,22015,Tigre,D,22039,Retiro,A,749
182,22123,Retiro,D,22147,Tigre,A,1204
183,22250,Tigre,D,22274,Retiro,A,966
184,22362,Retiro,D,22386,Tigre,A,903
185,22511,Tigre,D,22535,Retiro,A,875
186,22590,Retiro,D,22614,Tigre,A,726
187,22757,Tigre,D,22781,Retiro,A,948
188,22857,Retiro,D,22881,Tigre,A,1203
189,23003,Tigre,D,23027,Retiro,A,896
190,23080,Retiro,D,23104,Tigre,A,917
191,23239,Tigre,D,23263,Retiro,A,1041
192,23342,Retiro,D,23366,Tigre,A,921
193,23476,Tigre,D,23500,Retiro,A,733
194,23577,Retiro,D,23601,Tigre,A,1084
195,23679,Tigre,D,23703,Retiro,A,1166
196,23814,Retiro,D,23838,Tigre,A,1109
197,23916,Tigre,D,23940,Retiro,A,1059
198,24076,Retiro,D,24100,Tigre,A,1014
199,24185,Tigre,D,24209,Retiro,A,775
200,24324,Retiro,D,24348,Tigre,A,1477
201,24443,Tigre,D,24467,Retiro,A,778
202,24542,Retiro,D,24566,Tigre,A,867
203,24655,Tigre,D,24679,Retiro,A,488
204,24795,Retiro,D,24819,Tigre,A,817
205,24878,Tigre,D,24902,Retiro,A,1290
206,25039,Retiro,D,25063,Tigre,A,1071
207,25111,Tigre,D,25135,Retiro,A,945
208,25263,Retiro,D,25287,Tigre,A,1063
209,25357,Tigre,D,25381,Retiro,A,1203
210,25520,Retiro,D,25544,Tigre,A,1414
211,25599,Tigre,D,25623,Retiro,A,1157
212,25756,Retiro,D,25780,Tigre,A,1020
213,25877,Tigre,D,25901,Retiro,A,1200
214,25995,Retiro,D,26019,Tigre,A,1147
215,26115,Tigre,D,26139,Retiro,A,1037
216,26194,Retiro,D,26218,Tigre,A,1173
217,26334,Tigre,D,26358,Retiro,A,751
218,26470,Retiro,D,26494,Tigre,A,898
219,26604,Tigre,D,26628,Retiro,A,1141
220,26671,Retiro,D,26695,Tigre,A,875
221,26797,Tigre,D,26821,Retiro,A,961
222,26946,Retiro,D,26970,Tigre,A,1073
223,27058,Tigre,D,27082,Retiro,A,848
224,27169,Retiro,D,27193,Tigre,A,1400
225,27320,Tigre,D,27344,Retiro,A,996
226,27444,Retiro,D,27468,Tigre,A,1143
227,27551,Tigre,D,27575,Retiro,A,831
228,27633,Retiro,D,27657,Tigre,A,1144
229,27782,Tigre,D,27806,Retiro,A,798
230,27926,Retiro,D,27950,Tigre,A,1461
231,28006,Tigre,D,28030,Retiro,A,1026
232,28150,Retiro,D,28174,Tigre,A,584
233,28283,Tigre,D,28307,Retiro,A,648
234,28373,Retiro,D,28397,Tigre,A,623
235,28520,Tigre,D,28544,Retiro,A,878
236,28599,Retiro,D,28623,Tigre,A,727
237,28726,Tigre,D,28750,Retiro,A,1025
238,28879,Retiro,D,28903,Tigre,A,979
239,28993,Tigre,D,29017,Retiro,A,857
240,29116,Retiro,D,29140,Tigre,A,948
241,29240,Tigre,D,29264,Retiro,A,872
242,29325,Retiro,D,29349,Tigre,A,971
243,29431,Tigre,D,29455,Retiro,A,938
244,29563,Retiro,D,29587,Tigre,A,906
245,29717,Tigre,D,29741,Retiro,A,590
246,29828,Retiro,D,29852,Tigre,A,824
247,29912,Tigre,D,29936,Retiro,A,1232
248,30089,Retiro,D,30113,Tigre,A,953
249,30150,Tigre,D,30174,Retiro,A,1194
250,30271,Retiro,D,30295,Tigre,A,803
251,30436,Tigre,D,30460,Retiro,A,944
252,30510,Retiro,D,30534,Tigre,A,1109
253,30665,Tigre,D,30689,Retiro,A,585
254,30808,Retiro,D,30832,Tigre,A,740
255,30908,Tigre,D,30932,Retiro,A,1081
256,31028,Retiro,D,31052,Tigre,A,1000
257,31155,Tigre,D,31179,Retiro,A,875
